ship_type,route_id,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,speed,load,operational_cost
Tanker Ship,Escravos-Lagos,363.45,Diesel,17374.01,45389.6,Stormy,70.61,14.11,91.12,10424.41
Tanker Ship,Lagos-Apapa,225.43,Diesel,12260.62,32030.87,Stormy,94.01,18.31,92.88,7356.37
Tanker Ship,Lagos-Apapa,266.93,Methanol,28488.77,70509.71,Stormy,82.06,19.77,95.83,19942.14
Tanker Ship,Escravos-Lagos,133.86,Diesel,8717.81,22775.28,Stormy,73.86,22.45,71.55,5230.69
Tanker Ship,Port Harcourt-Lagos,264.09,HFO,5481.32,15073.63,Calm,74.22,13.1,65.94,2740.66
Tanker Ship,Lagos-Apapa,325.03,HFO,7349.0,20209.75,Moderate,74.28,10.16,79.11,3674.5
Tanker Ship,Warri-Bonny,477.39,Diesel,12260.82,32031.39,Stormy,84.65,12.05,68.56,7356.49
Tanker Ship,Escravos-Lagos,129.69,Diesel,15023.96,39250.1,Moderate,92.6,23.5,80.05,9014.38
Oil Service Boat,Lagos-Apapa,117.74,Methanol,11518.61,28508.56,Moderate,81.36,23.11,85.28,8063.03
Oil Service Boat,Warri-Bonny,47.67,HFO,2541.67,6989.59,Calm,86.01,18.96,84.42,1270.84
Oil Service Boat,Lagos-Apapa,102.8,Diesel,4296.47,11224.53,Calm,82.27,19.01,68.73,2577.88
Oil Service Boat,Warri-Bonny,128.59,Methanol,5682.22,14063.49,Calm,93.64,19.98,58.34,3977.55
Oil Service Boat,Lagos-Apapa,138.91,Methanol,3319.34,8215.37,Calm,84.51,12.63,71.53,2323.54
Oil Service Boat,Warri-Bonny,105.78,Diesel,5051.66,13197.46,Calm,87.4,23.72,57.13,3031.0
Oil Service Boat,Lagos-Apapa,83.29,Diesel,2938.15,7675.92,Moderate,71.88,16.28,94.5,1762.89
Oil Service Boat,Lagos-Apapa,48.31,Diesel,1479.22,3864.46,Stormy,86.57,15.75,67.29,887.53
Oil Service Boat,Port Harcourt-Lagos,132.82,Ammonia,6020.55,827.83,Moderate,79.42,17.78,57.72,5418.5
Oil Service Boat,Escravos-Lagos,138.02,HFO,1220.79,3357.17,Stormy,82.65,10.7,51.27,610.4
Oil Service Boat,Escravos-Lagos,82.39,Ammonia,3003.73,413.01,Calm,82.34,12.49,82.29,2703.36
Oil Service Boat,Escravos-Lagos,116.13,LNG,8220.56,16954.9,Moderate,75.88,21.07,81.85,3699.25
Fishing Trawler,Lagos-Apapa,157.72,LNG,2527.48,5212.93,Calm,92.7,11.24,67.03,1137.37
Fishing Trawler,Escravos-Lagos,168.87,HFO,4508.55,12398.51,Moderate,85.5,19.05,53.59,2254.28
Fishing Trawler,Port Harcourt-Lagos,80.65,Diesel,1598.68,4176.55,Moderate,84.4,13.68,70.48,959.21
Fishing Trawler,Warri-Bonny,95.48,Diesel,2035.22,5317.01,Stormy,94.88,15.84,65.56,1221.13
Fishing Trawler,Lagos-Apapa,179.04,HFO,4851.49,13341.6,Moderate,77.59,14.33,83.86,2425.74
Fishing Trawler,Warri-Bonny,99.88,LNG,3185.48,6570.05,Stormy,89.48,15.34,80.29,1433.47
Fishing Trawler,Warri-Bonny,110.7,Hydrogen,12756.96,0.0,Stormy,86.85,20.79,68.23,19135.44
Fishing Trawler,Port Harcourt-Lagos,188.2,LNG,4462.2,9203.29,Moderate,83.21,14.46,60.89,2007.99
Fishing Trawler,Port Harcourt-Lagos,154.67,Methanol,9354.51,23152.41,Calm,90.54,18.5,99.4,6548.16
Fishing Trawler,Escravos-Lagos,131.64,HFO,4531.49,12461.6,Calm,82.4,17.14,72.7,2265.74
Fishing Trawler,Lagos-Apapa,197.61,Diesel,10235.43,26740.06,Calm,84.17,19.96,84.41,6141.26
Fishing Trawler,Escravos-Lagos,87.06,HFO,3595.03,9886.33,Calm,75.2,24.05,57.03,1797.52
Tanker Ship,Warri-Bonny,114.42,LNG,8527.49,17587.95,Calm,76.7,20.99,74.28,3837.37
Tanker Ship,Escravos-Lagos,195.1,Ammonia,5893.36,810.34,Moderate,85.06,13.22,51.38,5304.02
Tanker Ship,Escravos-Lagos,81.28,LNG,2030.35,4187.6,Calm,82.17,10.47,75.27,913.66
Tanker Ship,Lagos-Apapa,498.18,HFO,19334.92,53171.03,Moderate,80.44,13.93,98.2,9667.46
Tanker Ship,Port Harcourt-Lagos,346.99,Diesel,22702.33,59309.84,Stormy,94.69,18.93,69.21,13621.4
Tanker Ship,Lagos-Apapa,478.32,LNG,8248.64,17012.82,Calm,84.38,10.77,51.95,3711.89
Tanker Ship,Port Harcourt-Lagos,335.63,Diesel,14532.56,37966.31,Calm,76.08,17.45,51.55,8719.54
Tanker Ship,Port Harcourt-Lagos,79.97,Methanol,6388.91,15812.55,Moderate,84.8,18.95,69.4,4472.24
Tanker Ship,Escravos-Lagos,388.76,Methanol,14755.94,36520.95,Calm,86.73,15.01,58.0,10329.16
Tanker Ship,Escravos-Lagos,253.73,LNG,19013.24,39214.81,Moderate,78.9,21.56,51.17,8555.96
Tanker Ship,Warri-Bonny,186.41,Diesel,3855.34,10072.08,Calm,85.03,11.6,87.81,2313.2
Tanker Ship,Lagos-Apapa,442.43,Diesel,7698.01,20111.05,Stormy,93.93,11.13,72.93,4618.81
Oil Service Boat,Port Harcourt-Lagos,127.59,HFO,7274.58,20005.1,Moderate,80.6,20.92,64.46,3637.29
Oil Service Boat,Port Harcourt-Lagos,101.49,Diesel,5585.49,14592.09,Stormy,88.73,17.43,95.0,3351.29
Oil Service Boat,Port Harcourt-Lagos,119.99,Diesel,4397.07,11487.35,Calm,78.77,20.33,55.81,2638.24
Oil Service Boat,Escravos-Lagos,67.77,LNG,3881.15,8004.87,Moderate,83.25,16.52,97.8,1746.52
Oil Service Boat,Warri-Bonny,21.22,LNG,524.71,1082.21,Stormy,84.64,13.7,65.7,236.12
Oil Service Boat,Warri-Bonny,136.76,HFO,11342.2,31191.05,Moderate,72.43,22.29,94.42,5671.1
Oil Service Boat,Warri-Bonny,21.43,Diesel,1597.34,4173.05,Calm,70.53,21.99,80.15,958.4
Oil Service Boat,Escravos-Lagos,60.06,HFO,3942.84,10842.81,Moderate,89.05,20.42,91.34,1971.42
Oil Service Boat,Port Harcourt-Lagos,149.51,HFO,5138.13,14129.86,Stormy,77.56,14.08,99.2,2569.06
Oil Service Boat,Escravos-Lagos,67.53,Methanol,3686.0,9122.85,Stormy,83.97,18.85,64.42,2580.2
Oil Service Boat,Port Harcourt-Lagos,51.71,HFO,2269.7,6241.67,Stormy,72.01,15.41,98.06,1134.85
Oil Service Boat,Lagos-Apapa,92.1,Diesel,1628.38,4254.14,Moderate,82.07,11.37,69.47,977.03
Fishing Trawler,Warri-Bonny,126.91,HFO,8726.99,23999.22,Moderate,80.13,23.76,69.28,4363.5
Fishing Trawler,Lagos-Apapa,161.99,Ammonia,2900.02,398.75,Moderate,70.83,12.05,67.02,2610.02
Fishing Trawler,Warri-Bonny,119.43,LNG,9333.09,19249.5,Moderate,86.27,24.25,77.07,4199.89
Fishing Trawler,Warri-Bonny,115.97,HFO,2776.61,7635.68,Calm,89.95,16.69,57.71,1388.3
Fishing Trawler,Escravos-Lagos,140.93,LNG,2583.27,5327.99,Calm,81.87,12.78,77.69,1162.47
Fishing Trawler,Warri-Bonny,199.81,Methanol,8950.48,22152.44,Moderate,91.56,18.13,77.09,6265.34
Fishing Trawler,Port Harcourt-Lagos,165.27,Hydrogen,31784.87,0.0,Stormy,74.01,23.09,88.1,47677.3
Fishing Trawler,Warri-Bonny,77.03,HFO,4001.82,11005.0,Calm,83.29,20.98,91.68,2000.91
Fishing Trawler,Port Harcourt-Lagos,95.42,Ammonia,5666.3,779.12,Moderate,73.12,22.1,72.02,5099.67
Fishing Trawler,Lagos-Apapa,66.88,Ammonia,3447.22,473.99,Calm,73.91,19.88,65.12,3102.5
Fishing Trawler,Lagos-Apapa,121.16,Ammonia,6032.24,829.43,Calm,73.7,20.38,62.97,5429.02
Fishing Trawler,Warri-Bonny,118.03,LNG,5594.51,11538.68,Moderate,93.59,22.74,59.73,2517.53
Tanker Ship,Port Harcourt-Lagos,119.04,LNG,3037.28,6264.39,Calm,77.62,13.75,52.88,1366.78
Tanker Ship,Escravos-Lagos,76.49,Diesel,4148.94,10839.11,Calm,91.0,17.34,67.12,2489.36
Tanker Ship,Lagos-Apapa,206.81,Methanol,7975.9,19740.35,Calm,90.18,13.32,63.51,5583.13
Tanker Ship,Escravos-Lagos,441.81,LNG,73180.93,150935.67,Moderate,79.61,24.82,98.32,32931.42
Tanker Ship,Port Harcourt-Lagos,115.57,LNG,10401.29,21452.66,Stormy,88.01,24.16,77.89,4680.58
Tanker Ship,Escravos-Lagos,435.76,Diesel,6120.62,15990.12,Stormy,70.77,10.59,67.36,3672.37
Tanker Ship,Escravos-Lagos,231.77,Methanol,17862.61,44209.96,Moderate,85.07,20.58,79.02,12503.83
Tanker Ship,Port Harcourt-Lagos,88.81,Methanol,9891.55,24481.59,Calm,78.59,23.88,56.96,6924.08
Tanker Ship,Port Harcourt-Lagos,487.34,HFO,11111.09,30555.5,Calm,85.83,12.71,72.2,5555.54
Tanker Ship,Escravos-Lagos,305.38,Methanol,26100.49,64598.71,Calm,78.95,18.52,81.31,18270.34
Tanker Ship,Escravos-Lagos,404.67,LNG,42242.19,87124.52,Moderate,78.49,23.73,74.44,19008.99
Tanker Ship,Port Harcourt-Lagos,438.81,Methanol,11106.17,27487.77,Calm,76.39,10.51,70.09,7774.32
Oil Service Boat,Port Harcourt-Lagos,93.39,Diesel,6344.56,16575.16,Stormy,84.67,20.46,99.69,3806.74
Oil Service Boat,Escravos-Lagos,54.67,Diesel,1663.82,4346.73,Stormy,81.74,14.46,94.02,998.29
Oil Service Boat,Escravos-Lagos,129.38,Ammonia,15801.35,2172.69,Moderate,82.1,23.87,81.17,14221.22
Oil Service Boat,Escravos-Lagos,70.55,Diesel,5561.84,14530.31,Calm,82.71,24.57,78.47,3337.1
Oil Service Boat,Port Harcourt-Lagos,116.25,Methanol,13003.44,32183.51,Stormy,78.83,24.16,81.03,9102.41
Oil Service Boat,Lagos-Apapa,101.72,Diesel,3282.62,8575.84,Calm,77.7,17.11,60.07,1969.57
Oil Service Boat,Lagos-Apapa,120.9,LNG,9220.17,19016.6,Moderate,73.46,22.93,69.76,4149.08
Oil Service Boat,Warri-Bonny,87.66,Diesel,3869.41,10108.83,Stormy,75.87,22.67,51.97,2321.65
Oil Service Boat,Warri-Bonny,46.42,LNG,1237.28,2551.89,Moderate,81.75,14.79,73.78,556.78
Oil Service Boat,Escravos-Lagos,37.71,Diesel,2551.89,6666.81,Stormy,94.98,22.43,77.15,1531.13
Oil Service Boat,Port Harcourt-Lagos,26.56,HFO,340.12,935.33,Calm,90.52,10.56,61.39,170.06
Oil Service Boat,Escravos-Lagos,115.51,Diesel,7972.52,20828.21,Moderate,73.89,18.94,98.2,4783.51
Oil Service Boat,Port Harcourt-Lagos,94.39,HFO,2557.62,7033.46,Calm,88.56,13.45,95.47,1278.81
Oil Service Boat,Lagos-Apapa,20.08,Hydrogen,1160.83,0.0,Moderate,87.22,11.81,86.11,1741.24
Oil Service Boat,Escravos-Lagos,69.46,Hydrogen,3421.44,0.0,Calm,75.98,11.15,76.67,5132.16
Oil Service Boat,Escravos-Lagos,29.73,Diesel,1822.93,4762.4,Stormy,93.32,20.44,93.5,1093.76
Oil Service Boat,Lagos-Apapa,119.35,Methanol,3363.73,8325.23,Moderate,90.49,15.1,56.53,2354.61
Oil Service Boat,Escravos-Lagos,149.22,Diesel,9319.28,24346.62,Calm,89.78,20.87,89.53,5591.57
Oil Service Boat,Warri-Bonny,96.46,LNG,1220.81,2517.92,Moderate,74.83,10.98,56.24,549.36
Oil Service Boat,Port Harcourt-Lagos,110.5,Methanol,5301.18,13120.42,Calm,87.93,14.73,89.71,3710.83
Oil Service Boat,Warri-Bonny,39.47,Ammonia,1893.53,260.36,Calm,70.69,18.09,63.79,1704.18
Oil Service Boat,Escravos-Lagos,38.76,Diesel,3375.84,8819.38,Stormy,90.78,21.86,93.85,2025.5
Oil Service Boat,Escravos-Lagos,119.06,Methanol,4991.03,12352.8,Calm,87.54,14.78,97.2,3493.72
Oil Service Boat,Warri-Bonny,87.85,Diesel,3729.13,9742.35,Moderate,85.93,19.39,57.44,2237.48
Surfer Boat,Escravos-Lagos,132.09,Hydrogen,13739.81,0.0,Stormy,80.54,23.29,73.13,20609.72
Surfer Boat,Warri-Bonny,156.94,HFO,5923.5,16289.62,Moderate,83.54,19.24,99.05,2961.75
Surfer Boat,Port Harcourt-Lagos,191.47,LNG,2113.12,4358.31,Stormy,92.62,13.49,74.17,950.9
Surfer Boat,Warri-Bonny,71.41,LNG,533.54,1100.43,Moderate,73.67,10.37,93.18,240.09
Surfer Boat,Warri-Bonny,187.54,LNG,9333.53,19250.41,Moderate,81.52,23.05,79.44,4200.09
Surfer Boat,Lagos-Apapa,180.7,HFO,1344.01,3696.03,Moderate,87.31,10.32,68.77,672.0
Surfer Boat,Lagos-Apapa,123.87,Ammonia,3666.18,504.1,Moderate,74.41,23.12,64.29,3299.56
Surfer Boat,Port Harcourt-Lagos,81.7,HFO,958.18,2635.0,Stormy,80.89,17.93,60.16,479.09
Surfer Boat,Port Harcourt-Lagos,66.1,LNG,4379.96,9033.67,Moderate,71.88,24.09,88.09,1970.98
Surfer Boat,Lagos-Apapa,183.97,HFO,4089.45,11245.99,Stormy,93.24,21.98,69.33,2044.72
Surfer Boat,Escravos-Lagos,122.76,Diesel,6119.96,15988.4,Moderate,76.32,24.97,75.56,3671.98
Surfer Boat,Escravos-Lagos,159.92,LNG,2431.35,5014.66,Moderate,89.35,15.26,74.62,1094.11
Fishing Trawler,Warri-Bonny,82.71,Diesel,4437.37,11592.63,Stormy,92.42,21.51,78.86,2662.42
Fishing Trawler,Warri-Bonny,155.75,HFO,5549.9,15262.22,Moderate,76.48,16.03,93.28,2774.95
Fishing Trawler,Lagos-Apapa,119.4,HFO,4198.54,11545.98,Moderate,94.91,17.2,99.04,2099.27
Fishing Trawler,Lagos-Apapa,133.02,Diesel,4911.31,12830.8,Calm,76.83,19.41,70.38,2946.79
Fishing Trawler,Port Harcourt-Lagos,160.55,Methanol,11914.79,29489.11,Calm,88.01,23.11,91.38,8340.35
Fishing Trawler,Warri-Bonny,82.39,Ammonia,8559.81,1176.97,Calm,72.94,24.76,88.23,7703.83
Fishing Trawler,Warri-Bonny,51.83,HFO,2260.42,6216.16,Moderate,85.21,21.52,78.68,1130.21
Fishing Trawler,Lagos-Apapa,78.98,Diesel,2744.2,7169.22,Stormy,75.84,16.27,97.8,1646.52
Fishing Trawler,Port Harcourt-Lagos,132.72,HFO,3388.35,9317.96,Moderate,93.01,16.32,60.02,1694.18
Fishing Trawler,Port Harcourt-Lagos,194.42,HFO,8024.7,22067.92,Calm,93.32,21.06,55.46,4012.35
Fishing Trawler,Warri-Bonny,89.97,LNG,2010.37,4146.39,Stormy,91.2,13.58,92.7,904.67
Fishing Trawler,Escravos-Lagos,80.5,LNG,1451.4,2993.51,Calm,71.62,11.66,71.96,653.13
Tanker Ship,Escravos-Lagos,170.41,HFO,9825.26,27019.46,Calm,88.86,15.32,92.35,4912.63
Tanker Ship,Warri-Bonny,401.99,HFO,14760.82,40592.25,Calm,93.79,14.31,94.65,7380.41
Tanker Ship,Warri-Bonny,480.77,HFO,10528.97,28954.67,Calm,91.84,14.44,53.12,5264.48
Tanker Ship,Warri-Bonny,72.98,Methanol,2691.75,6662.08,Moderate,81.0,13.5,94.17,1884.22
Tanker Ship,Lagos-Apapa,471.82,Hydrogen,24507.35,0.0,Calm,80.85,10.63,72.42,36761.02
Tanker Ship,Lagos-Apapa,347.23,HFO,5632.78,15490.14,Calm,87.31,10.27,75.52,2816.39
Tanker Ship,Lagos-Apapa,409.5,HFO,44603.83,122660.53,Stormy,76.3,24.82,81.33,22301.92
Tanker Ship,Lagos-Apapa,139.91,Ammonia,12092.08,1662.66,Stormy,76.96,16.42,96.32,10882.87
Tanker Ship,Escravos-Lagos,460.79,Ammonia,21155.28,2908.85,Calm,86.9,15.76,50.96,19039.75
Tanker Ship,Lagos-Apapa,286.38,Diesel,21278.15,55589.17,Moderate,85.74,20.19,73.84,12766.89
Tanker Ship,Warri-Bonny,264.88,HFO,11567.55,31810.76,Moderate,80.73,13.27,84.39,5783.78
Tanker Ship,Lagos-Apapa,168.51,HFO,22026.18,60572.0,Moderate,84.01,24.25,86.14,11013.09
Tanker Ship,Warri-Bonny,258.79,LNG,25479.5,52551.47,Moderate,85.31,21.8,84.63,11465.78
Tanker Ship,Escravos-Lagos,340.52,Diesel,4736.34,12373.69,Calm,76.01,11.34,56.72,2841.8
Tanker Ship,Port Harcourt-Lagos,481.55,HFO,21888.35,60192.96,Calm,77.75,16.26,64.97,10944.18
Tanker Ship,Warri-Bonny,468.84,LNG,53090.31,109498.76,Calm,86.7,23.19,67.94,23890.64
Tanker Ship,Escravos-Lagos,345.89,HFO,47090.81,129499.73,Stormy,70.75,24.17,90.22,23545.4
Tanker Ship,Escravos-Lagos,261.11,Methanol,16727.79,41401.28,Moderate,87.16,17.01,63.94,11709.45
Tanker Ship,Lagos-Apapa,333.5,Diesel,18779.8,49062.23,Calm,91.78,19.2,60.54,11267.88
Tanker Ship,Lagos-Apapa,283.9,HFO,11668.13,32087.36,Stormy,78.57,12.51,97.87,5834.06
Tanker Ship,Lagos-Apapa,382.49,LNG,24819.34,51189.89,Calm,92.74,24.87,50.44,11168.7
Tanker Ship,Warri-Bonny,122.06,Diesel,6158.53,16089.16,Moderate,91.7,13.48,99.89,3695.12
Tanker Ship,Lagos-Apapa,137.59,Hydrogen,46365.04,0.0,Calm,83.35,24.14,83.84,69547.56
Tanker Ship,Lagos-Apapa,142.39,LNG,13267.59,27364.4,Stormy,91.72,19.74,91.42,5970.42
Fishing Trawler,Lagos-Apapa,150.46,Diesel,4777.66,12481.64,Moderate,87.33,19.12,64.73,2866.6
Fishing Trawler,Lagos-Apapa,145.65,Methanol,4772.67,11812.36,Calm,90.73,17.69,50.72,3340.87
Fishing Trawler,Warri-Bonny,117.93,Diesel,3100.13,8099.09,Moderate,91.9,13.46,86.89,1860.08
Fishing Trawler,Lagos-Apapa,172.62,Ammonia,4438.6,610.31,Moderate,72.05,12.65,91.71,3994.74
Fishing Trawler,Warri-Bonny,86.3,Diesel,2115.55,5526.87,Moderate,83.89,13.31,87.02,1269.33
Fishing Trawler,Escravos-Lagos,54.9,LNG,693.32,1429.97,Moderate,76.39,12.8,57.14,311.99
Fishing Trawler,Lagos-Apapa,92.52,HFO,5986.7,16463.42,Moderate,93.89,21.69,87.67,2993.35
Fishing Trawler,Lagos-Apapa,192.28,Diesel,5254.96,13728.58,Stormy,92.08,15.25,88.45,3152.98
Fishing Trawler,Warri-Bonny,56.93,Methanol,943.81,2335.93,Stormy,79.85,10.87,82.93,660.67
Fishing Trawler,Escravos-Lagos,160.58,Methanol,18127.78,44866.26,Stormy,84.35,24.54,88.31,12689.45
Fishing Trawler,Escravos-Lagos,53.58,HFO,4418.29,12150.3,Moderate,89.49,23.26,92.3,2209.14
Fishing Trawler,Port Harcourt-Lagos,175.22,HFO,13976.9,38436.48,Moderate,77.41,23.92,80.68,6988.45
Fishing Trawler,Escravos-Lagos,74.99,Methanol,4082.37,10103.87,Calm,92.18,24.92,54.43,2857.66
Fishing Trawler,Escravos-Lagos,81.1,Ammonia,1644.9,226.17,Calm,73.74,12.61,74.38,1480.41
Fishing Trawler,Port Harcourt-Lagos,128.07,HFO,2237.07,6151.94,Moderate,77.46,15.94,53.88,1118.54
Fishing Trawler,Warri-Bonny,154.35,Diesel,5983.17,15631.03,Calm,81.47,21.37,70.38,3589.9
Fishing Trawler,Port Harcourt-Lagos,62.4,Diesel,2535.68,6624.46,Moderate,89.19,20.44,70.36,1521.41
Fishing Trawler,Escravos-Lagos,137.36,Ammonia,2736.71,376.3,Moderate,75.74,12.31,53.3,2463.04
Fishing Trawler,Warri-Bonny,88.13,HFO,4736.62,13025.7,Calm,90.36,22.24,67.44,2368.31
Fishing Trawler,Lagos-Apapa,107.32,HFO,1337.03,3676.83,Stormy,81.78,13.37,55.55,668.52
Fishing Trawler,Lagos-Apapa,98.99,Methanol,2679.67,6632.18,Stormy,82.2,13.36,90.41,1875.77
Fishing Trawler,Escravos-Lagos,62.6,HFO,3115.43,8567.43,Calm,75.0,18.05,97.38,1557.72
Fishing Trawler,Warri-Bonny,183.26,Diesel,5442.77,14219.24,Stormy,86.44,18.89,53.62,3265.66
Fishing Trawler,Lagos-Apapa,186.24,Diesel,7940.64,20744.92,Moderate,88.95,18.7,97.76,4764.38
Oil Service Boat,Port Harcourt-Lagos,90.65,Diesel,1542.03,4028.55,Stormy,83.06,11.37,76.13,925.22
Oil Service Boat,Escravos-Lagos,48.59,Diesel,3010.36,7864.57,Moderate,76.16,23.16,64.98,1806.22
Oil Service Boat,Warri-Bonny,83.5,LNG,1884.81,3887.42,Calm,85.25,13.98,53.84,848.16
Oil Service Boat,Escravos-Lagos,119.57,HFO,2466.86,6783.87,Moderate,78.39,11.94,75.03,1233.43
Oil Service Boat,Port Harcourt-Lagos,60.98,LNG,5401.62,11140.84,Moderate,71.3,23.33,89.73,2430.73
Oil Service Boat,Lagos-Apapa,81.81,Methanol,7521.97,18616.88,Calm,93.57,24.33,85.35,5265.38
Oil Service Boat,Escravos-Lagos,110.71,Methanol,7548.94,18683.63,Calm,93.43,22.93,52.51,5284.26
Oil Service Boat,Escravos-Lagos,121.72,HFO,5971.51,16421.65,Moderate,92.94,22.14,53.65,2985.76
Oil Service Boat,Warri-Bonny,142.86,HFO,7983.49,21954.6,Stormy,75.35,19.83,70.14,3991.74
Oil Service Boat,Warri-Bonny,103.58,Diesel,3597.86,9399.41,Moderate,76.28,18.26,64.76,2158.72
Oil Service Boat,Port Harcourt-Lagos,144.37,Diesel,2157.28,5635.89,Moderate,82.7,11.3,61.62,1294.37
Oil Service Boat,Escravos-Lagos,149.15,Diesel,3654.56,9547.54,Calm,91.1,16.13,64.05,2192.74
Oil Service Boat,Port Harcourt-Lagos,136.93,LNG,5438.07,11216.02,Moderate,89.91,15.59,90.17,2447.13
Oil Service Boat,Lagos-Apapa,88.8,HFO,2953.53,8122.21,Calm,82.53,13.9,96.46,1476.76
Oil Service Boat,Port Harcourt-Lagos,60.34,HFO,3448.99,9484.72,Calm,84.82,20.85,70.26,1724.5
Oil Service Boat,Escravos-Lagos,32.47,Diesel,1671.48,4366.74,Calm,84.33,17.44,95.31,1002.89
Oil Service Boat,Escravos-Lagos,68.69,LNG,1257.62,2593.84,Moderate,93.0,11.22,66.07,565.93
Oil Service Boat,Port Harcourt-Lagos,21.11,HFO,558.61,1536.18,Calm,73.01,13.3,73.82,279.3
Oil Service Boat,Lagos-Apapa,133.48,LNG,6731.63,13883.99,Stormy,80.55,20.25,61.3,3029.23
Oil Service Boat,Escravos-Lagos,61.37,Diesel,1129.11,2949.8,Stormy,83.42,11.14,82.02,677.47
Oil Service Boat,Escravos-Lagos,21.02,Ammonia,2317.61,318.67,Stormy,92.55,22.77,98.95,2085.85
Oil Service Boat,Escravos-Lagos,30.86,Ammonia,1608.13,221.12,Calm,93.78,17.43,80.17,1447.32
Oil Service Boat,Port Harcourt-Lagos,58.52,Diesel,2201.17,5750.56,Moderate,94.66,17.21,67.89,1320.7
Oil Service Boat,Escravos-Lagos,143.98,HFO,7370.06,20267.66,Calm,75.9,18.89,82.39,3685.03
Surfer Boat,Port Harcourt-Lagos,90.07,Diesel,2600.22,6793.07,Calm,83.13,22.37,56.15,1560.13
Surfer Boat,Lagos-Apapa,104.75,HFO,1982.3,5451.32,Calm,78.14,15.22,94.43,991.15
Surfer Boat,Port Harcourt-Lagos,168.82,LNG,5017.61,10348.82,Moderate,87.8,20.17,75.15,2257.92
Surfer Boat,Lagos-Apapa,171.93,Methanol,3392.48,8396.39,Moderate,80.69,18.49,72.47,2374.74
Surfer Boat,Escravos-Lagos,118.67,LNG,1912.9,3945.36,Moderate,78.91,14.01,79.29,860.8
Surfer Boat,Escravos-Lagos,21.42,Methanol,738.4,1827.54,Moderate,71.97,23.18,81.24,516.88
Surfer Boat,Lagos-Apapa,195.28,Diesel,4816.67,12583.55,Calm,81.38,21.96,53.59,2890.0
Surfer Boat,Port Harcourt-Lagos,44.06,HFO,1684.66,4632.82,Calm,81.73,19.88,84.13,842.33
Surfer Boat,Warri-Bonny,95.11,Methanol,4203.1,10402.67,Moderate,86.8,22.76,62.1,2942.17
Surfer Boat,Escravos-Lagos,138.09,Diesel,3527.41,9215.36,Moderate,88.86,23.01,85.7,2116.45
Surfer Boat,Escravos-Lagos,81.49,LNG,3888.83,8020.71,Stormy,80.39,20.63,91.13,1749.97
Surfer Boat,Port Harcourt-Lagos,157.85,Diesel,6428.33,16794.01,Moderate,85.78,22.56,90.2,3857.0
Fishing Trawler,Escravos-Lagos,61.79,HFO,2545.73,7000.76,Calm,74.4,20.46,77.63,1272.86
Fishing Trawler,Lagos-Apapa,182.5,Hydrogen,21460.12,0.0,Calm,84.02,20.2,76.01,32190.18
Fishing Trawler,Escravos-Lagos,113.34,HFO,3897.07,10716.94,Calm,74.98,19.28,57.14,1948.54
Fishing Trawler,Escravos-Lagos,85.65,Hydrogen,14621.14,0.0,Moderate,88.95,21.29,88.77,21931.71
Fishing Trawler,Warri-Bonny,148.86,Hydrogen,4774.05,0.0,Stormy,70.25,12.38,63.57,7161.08
Fishing Trawler,Lagos-Apapa,164.39,Methanol,10101.93,25002.28,Calm,75.4,23.21,74.83,7071.35
Fishing Trawler,Escravos-Lagos,119.05,LNG,7616.78,15709.61,Calm,87.62,23.08,64.21,3427.55
Fishing Trawler,Escravos-Lagos,52.56,LNG,571.63,1178.99,Stormy,77.32,10.44,56.69,257.23
Fishing Trawler,Warri-Bonny,158.36,Ammonia,15487.41,2129.52,Stormy,74.91,22.39,81.48,13938.67
Fishing Trawler,Escravos-Lagos,108.0,Diesel,1070.17,2795.82,Calm,77.77,11.93,52.72,642.1
Fishing Trawler,Port Harcourt-Lagos,173.47,Diesel,4004.32,10461.29,Moderate,76.9,15.03,87.43,2402.59
Fishing Trawler,Port Harcourt-Lagos,101.87,LNG,4623.73,9536.44,Moderate,73.78,21.15,65.88,2080.68
Tanker Ship,Lagos-Apapa,258.1,Diesel,4615.72,12058.57,Stormy,88.54,12.41,50.01,2769.43
Tanker Ship,Port Harcourt-Lagos,154.45,Diesel,13611.16,35559.16,Moderate,75.97,22.27,75.56,8166.7
Tanker Ship,Port Harcourt-Lagos,231.15,Diesel,17146.9,44796.28,Stormy,83.24,22.48,52.34,10288.14
Tanker Ship,Escravos-Lagos,85.55,LNG,5202.34,10729.83,Moderate,78.25,17.61,63.81,2341.05
Tanker Ship,Escravos-Lagos,458.6,Ammonia,14338.23,1971.51,Stormy,77.01,10.1,85.35,12904.41
Tanker Ship,Escravos-Lagos,306.63,HFO,7219.31,19853.1,Stormy,78.56,14.31,53.13,3609.66
Tanker Ship,Port Harcourt-Lagos,59.63,Ammonia,7428.93,1021.48,Stormy,73.43,19.25,91.97,6686.04
Tanker Ship,Warri-Bonny,186.6,LNG,12231.46,25227.39,Stormy,83.1,24.72,50.19,5504.16
Tanker Ship,Port Harcourt-Lagos,193.61,Methanol,12962.43,32082.01,Calm,89.47,19.48,62.34,9073.7
Tanker Ship,Port Harcourt-Lagos,463.72,LNG,18230.88,37601.19,Calm,82.44,13.9,87.05,8203.9
Tanker Ship,Lagos-Apapa,81.68,Methanol,5646.76,13975.73,Stormy,78.3,19.51,65.81,3952.73
